Metadata: {"arch":"arm64","console_log":["console.log","print"],"dist_size":37707457,"engine":"sablejs","repository":"https://github.com/sablejs/sablejs.git","revision":"f8236ffaeb8437230db1c3518971750586f6b842","revision_date":"2022-09-12","version":"1.1.0"}
compat-table/es2019/misc.optional-catch-binding.js: SyntaxError: Unexpected token
compat-table/es2019/misc.optional-catch-binding.yield.js: SyntaxError: Unexpected token
compat-table/es2020/BigInt64Array.js: SyntaxError: Identifier directly after number
compat-table/es2020/BigInt.asIntN.js: ReferenceError: 'BigInt' is not defined
compat-table/es2020/BigInt.asUintN.js: ReferenceError: 'BigInt' is not defined
compat-table/es2020/BigInt.constructor.js: SyntaxError: Identifier directly after number
compat-table/es2020/BigInt.js: SyntaxError: Identifier directly after number
compat-table/es2020/BigUint64Array.js: SyntaxError: Identifier directly after number
compat-table/es2020/DataView.prototype.getBigInt64.js: SyntaxError: Identifier directly after number
compat-table/es2020/DataView.prototype.getBigUint64.js: SyntaxError: Identifier directly after number
compat-table/es2020/Promise.allSettled.js: SyntaxError: Unexpected token
compat-table/es2020/String.prototype.matchAll.js: TypeError: undefined is not callable
compat-table/es2020/String.prototype.matchAll.throws-non-global.js: failed
compat-table/es2020/globalThis.descriptor.js: failed
compat-table/es2020/globalThis.js: failed
compat-table/es2020/nullish-coalescing.js: SyntaxError: Unexpected token
compat-table/es2020/optional-chaining.bracket.js: SyntaxError: Unexpected token
compat-table/es2020/optional-chaining.function-call.js: SyntaxError: Unexpected token
compat-table/es2020/optional-chaining.method-call.js: SyntaxError: Unexpected token
compat-table/es2020/optional-chaining.property.js: SyntaxError: Unexpected token
compat-table/es2020/optional-chaining.spread-params.js: SyntaxError: Unexpected token
compat-table/es2021/FinalizationRegistry.js: ReferenceError: 'FinalizationRegistry' is not defined
compat-table/es2021/Promise.any.AggregateError.js: SyntaxError: Unexpected token
compat-table/es2021/Promise.any.fulfillment.js: SyntaxError: Unexpected token
compat-table/es2021/String.prototype.replaceAll.js: TypeError: undefined is not callable
compat-table/es2021/WeakRef.js: ReferenceError: 'WeakRef' is not defined
compat-table/es2021/logical-assignment.and.js: SyntaxError: Unexpected token
compat-table/es2021/logical-assignment.and.setter-not-invoked.js: SyntaxError: Unexpected token
compat-table/es2021/logical-assignment.and.short-circuit.js: SyntaxError: Unexpected token
compat-table/es2021/logical-assignment.nullish.js: SyntaxError: Unexpected token
compat-table/es2021/logical-assignment.nullish.setter-not-invoked.js: SyntaxError: Unexpected token
compat-table/es2021/logical-assignment.nullish.short-circuit.js: SyntaxError: Unexpected token
compat-table/es2021/logical-assignment.or.js: SyntaxError: Unexpected token
compat-table/es2021/logical-assignment.or.setter-not-invoked.js: SyntaxError: Unexpected token
compat-table/es2021/logical-assignment.or.short-circuit.js: SyntaxError: Unexpected token
compat-table/es2021/numeric-separators.js: SyntaxError: Identifier directly after number
compat-table/es2022/Error.cause.AggregateError-prototype-lacks.js: ReferenceError: 'AggregateError' is not defined
compat-table/es2022/Error.cause.AggregateError.js: ReferenceError: 'AggregateError' is not defined
compat-table/es2022/Error.cause.Error-prototype-lacks.js: OK
compat-table/es2022/Error.cause.Error.js: failed
compat-table/es2022/Error.cause.EvalError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.EvalError.js: failed
compat-table/es2022/Error.cause.RangeError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.RangeError.js: failed
compat-table/es2022/Error.cause.ReferenceError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.ReferenceError.js: failed
compat-table/es2022/Error.cause.SyntaxError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.SyntaxError.js: failed
compat-table/es2022/Error.cause.TypeError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.TypeError.js: failed
compat-table/es2022/Error.cause.URIError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.URIError.js: failed
compat-table/es2022/Object.hasOwn.ToObject-first.js: failed
compat-table/es2022/Object.hasOwn.js: TypeError: undefined is not callable
compat-table/es2022/at-method.Array.js: TypeError: undefined is not callable
compat-table/es2022/at-method.String.js: TypeError: undefined is not callable
compat-table/es2022/at-method.TypedArray.js: failed
compat-table/es2022/class-fields.computed-instance.js: SyntaxError: The keyword 'class' is reserved
compat-table/es2022/class-fields.computed-static.js: SyntaxError: The keyword 'class' is reserved
compat-table/es2022/class-fields.instance.parent-scope.js: SyntaxError: Unexpected token
compat-table/es2022/class-fields.private-instance.initializers.js: SyntaxError: The keyword 'class' is reserved
compat-table/es2022/class-fields.private-instance.js: SyntaxError: The keyword 'class' is reserved
compat-table/es2022/class-fields.private-instance.optional-access.js: SyntaxError: The keyword 'class' is reserved
compat-table/es2022/class-fields.private-instance.optional-deep-access.js: SyntaxError: The keyword 'class' is reserved
compat-table/es2022/class-fields.private-static.js: SyntaxError: The keyword 'class' is reserved
compat-table/es2022/class-fields.public-instance.js: SyntaxError: The keyword 'class' is reserved
compat-table/es2022/class-fields.public-static.js: SyntaxError: The keyword 'class' is reserved
compat-table/es2022/class-fields.static.define.js: SyntaxError: The keyword 'class' is reserved
compat-table/es2022/class-methods.private-accessor.js: SyntaxError: The keyword 'class' is reserved
compat-table/es2022/class-methods.private-instance.js: SyntaxError: The keyword 'class' is reserved
compat-table/es2022/class-methods.private-static-accessor.js: SyntaxError: The keyword 'class' is reserved
compat-table/es2022/class-methods.private-static.js: SyntaxError: The keyword 'class' is reserved
compat-table/es2022/class-static-init-blocks.js: SyntaxError: Unexpected token
compat-table/es2022/ergonomic-brand-checks.js: SyntaxError: The keyword 'class' is reserved
compat-table/es2022/regex.flags.d.constructor.js: OK
compat-table/es2022/regex.flags.d.shows-in-flags.js: ReferenceError: 'Proxy' is not defined
compat-table/es2023/Array.prototype.findLastIndex.js: TypeError: undefined is not callable
compat-table/es2023/Array.prototype.findLast.js: TypeError: undefined is not callable
compat-table/es2023/Array.prototype.toReversed.js: TypeError: undefined is not callable
compat-table/es2023/Array.prototype.toSorted.js: TypeError: undefined is not callable
compat-table/es2023/Array.prototype.toSpliced.js: TypeError: undefined is not callable
compat-table/es2023/Array.prototype.with.js: TypeError: undefined is not callable
compat-table/es2023/TypedArray.prototype.toReversed.js: ReferenceError: 'Uint8Array' is not defined
compat-table/es2023/TypedArray.prototype.toSorted.js: ReferenceError: 'Uint8Array' is not defined
compat-table/es2023/TypedArray.prototype.with.js: ReferenceError: 'Uint8Array' is not defined
compat-table/es2023/hashbang.js: SyntaxError: Unexpected character '#'
compat-table/es2024/ArrayBuffer.prototype.detached.js: SyntaxError: The keyword 'const' is reserved
compat-table/es2024/ArrayBuffer.prototype.transferToFixedLength.js: SyntaxError: The keyword 'const' is reserved
compat-table/es2024/ArrayBuffer.prototype.transfer.js: SyntaxError: The keyword 'const' is reserved
compat-table/es2024/Map.groupBy.js: SyntaxError: The keyword 'const' is reserved
compat-table/es2024/Object.groupBy.js: SyntaxError: The keyword 'const' is reserved
compat-table/es2024/Promise.withResolvers.js: ReferenceError: 'Promise' is not defined
compat-table/es2024/regex.flags.v.constructor.js: OK
compat-table/es2024/regex.flags.v.properties-of-strings.js: SyntaxError: Invalid regular expression flag
compat-table/es2024/regex.flags.v.set-notations.js: SyntaxError: Invalid regular expression flag
compat-table/es2024/regex.flags.v.shows-in-flags.js: ReferenceError: 'Proxy' is not defined
compat-table/es2024/regex.flags.v.unicode-15.1.js: SyntaxError: Invalid regular expression flag
compat-table/es2024/regex.flags.v.unicode-16.0.js: SyntaxError: Invalid regular expression flag
compat-table/es2024/regex.flags.v.unicode-17.0.js: SyntaxError: Invalid regular expression flag
compat-table/es2025/Iterator.extends.js: SyntaxError: The keyword 'class' is reserved
compat-table/es2025/Iterator.from.iterable.js: SyntaxError: The keyword 'const' is reserved
compat-table/es2025/Iterator.from.iterator.js: SyntaxError: The keyword 'const' is reserved
compat-table/es2025/Iterator.instanceof.js: TypeError: undefined is not callable
compat-table/es2025/Iterator.prototype.Symbol.toStringTag.js: ReferenceError: 'Iterator' is not defined
compat-table/es2025/Iterator.prototype.drop.js: TypeError: undefined is not callable
compat-table/es2025/Iterator.prototype.every.js: SyntaxError: Unexpected token
compat-table/es2025/Iterator.prototype.filter.js: SyntaxError: Unexpected token
compat-table/es2025/Iterator.prototype.find.js: SyntaxError: Unexpected token
compat-table/es2025/Iterator.prototype.flatMap.js: SyntaxError: Unexpected token
compat-table/es2025/Iterator.prototype.forEach.js: SyntaxError: Unexpected token
compat-table/es2025/Iterator.prototype.map.js: SyntaxError: Unexpected token
compat-table/es2025/Iterator.prototype.reduce.js: SyntaxError: Parenthesized pattern
compat-table/es2025/Iterator.prototype.some.js: SyntaxError: Unexpected token
compat-table/es2025/Iterator.prototype.take.js: TypeError: undefined is not callable
compat-table/es2025/Iterator.prototype.toArray.js: SyntaxError: The keyword 'const' is reserved
compat-table/es2025/Promise.try.js: ReferenceError: 'Promise' is not defined
compat-table/es2025/RegExp.escape.js: TypeError: undefined is not callable
compat-table/es2025/Set.prototype.difference.js: ReferenceError: 'Set' is not defined
compat-table/es2025/Set.prototype.intersection.js: ReferenceError: 'Set' is not defined
compat-table/es2025/Set.prototype.isDisjointFrom.js: ReferenceError: 'Set' is not defined
compat-table/es2025/Set.prototype.isSubsetOf.js: ReferenceError: 'Set' is not defined
compat-table/es2025/Set.prototype.isSupersetOf.js: ReferenceError: 'Set' is not defined
compat-table/es2025/Set.prototype.symmetricDifference.js: ReferenceError: 'Set' is not defined
compat-table/es2025/Set.prototype.union.js: ReferenceError: 'Set' is not defined
compat-table/es2025/regex.duplicate-named-groups.js: SyntaxError: Invalid regular expression: /(?<year>[0-9]{4})-[0-9]{2}|[0-9]{2}-(?<year>[0-9]{4})/: Invalid group
compat-table/es2025/regex.pattern-modifiers.i.js: SyntaxError: The keyword 'const' is reserved
compat-table/es2025/regex.pattern-modifiers.m.js: SyntaxError: The keyword 'const' is reserved
compat-table/es2025/regex.pattern-modifiers.s.js: SyntaxError: The keyword 'const' is reserved
compat-table/intl/Array.prototype.toLocaleString.js: OK
compat-table/intl/Date.prototype.toLocaleDateString.js: OK
compat-table/intl/Date.prototype.toLocaleString.js: OK
compat-table/intl/Date.prototype.toLocaleTimeString.js: OK
compat-table/intl/Intl.Collator.js: ReferenceError: 'Intl' is not defined
compat-table/intl/Intl.Collator.new-instances.js: ReferenceError: 'Intl' is not defined
compat-table/intl/Intl.Collator.prototype.compare.js: ReferenceError: 'Intl' is not defined
compat-table/intl/Intl.Collator.prototype.resolvedOptions.js: ReferenceError: 'Intl' is not defined
compat-table/intl/Intl.Collator.rejects-invalid-tags.js: ReferenceError: 'Intl' is not defined
compat-table/intl/Intl.Collator.valid-tags.js: failed
compat-table/intl/Intl.Collator.without-new.js: ReferenceError: 'Intl' is not defined
compat-table/intl/Intl.DateTimeFormat.iana-timezones.js: failed
compat-table/intl/Intl.DateTimeFormat.js: ReferenceError: 'Intl' is not defined
compat-table/intl/Intl.DateTimeFormat.new-instances.js: ReferenceError: 'Intl' is not defined
compat-table/intl/Intl.DateTimeFormat.rejects-invalid-tags.js: ReferenceError: 'Intl' is not defined
compat-table/intl/Intl.DateTimeFormat.resolvedOptions.timeZone-default.js: ReferenceError: 'Intl' is not defined
compat-table/intl/Intl.DateTimeFormat.valid-tags.js: failed
compat-table/intl/Intl.DateTimeFormat.without-new.js: ReferenceError: 'Intl' is not defined
compat-table/intl/Intl.NumberFormat.js: ReferenceError: 'Intl' is not defined
compat-table/intl/Intl.NumberFormat.new-instances.js: ReferenceError: 'Intl' is not defined
compat-table/intl/Intl.NumberFormat.rejects-invalid-tags.js: ReferenceError: 'Intl' is not defined
compat-table/intl/Intl.NumberFormat.valid-tags.js: failed
compat-table/intl/Intl.NumberFormat.without-new.js: ReferenceError: 'Intl' is not defined
compat-table/intl/Intl.js: failed
compat-table/intl/Intl.prototype.js: ReferenceError: 'Intl' is not defined
compat-table/intl/Number.prototype.toLocaleString.js: OK
compat-table/intl/Object.prototype.toLocaleString.js: OK
compat-table/intl/String.prototype.localeCompare.js: OK
compat-table/next/Array.isTemplateObject.js: SyntaxError: Unexpected token
compat-table/next/AsyncDisposableStack.js: SyntaxError: Unexpected token
compat-table/next/AsyncIterator.extends.js: SyntaxError: The keyword 'class' is reserved
compat-table/next/AsyncIterator.from.async-iterable.js: SyntaxError: Unexpected token
compat-table/next/AsyncIterator.from.iterable.js: SyntaxError: Unexpected token
compat-table/next/AsyncIterator.from.iterator.js: SyntaxError: Unexpected token
compat-table/next/AsyncIterator.instanceof.js: SyntaxError: Unexpected token
compat-table/next/AsyncIterator.prototype.Symbol.toStringTag.js: ReferenceError: 'AsyncIterator' is not defined
compat-table/next/AsyncIterator.prototype.drop.js: SyntaxError: Unexpected token
compat-table/next/AsyncIterator.prototype.every.js: SyntaxError: Unexpected token
compat-table/next/AsyncIterator.prototype.filter.js: SyntaxError: Unexpected token
compat-table/next/AsyncIterator.prototype.find.js: SyntaxError: Unexpected token
compat-table/next/AsyncIterator.prototype.flatMap.js: SyntaxError: Unexpected token
compat-table/next/AsyncIterator.prototype.forEach.js: SyntaxError: Unexpected token
compat-table/next/AsyncIterator.prototype.map.js: SyntaxError: Unexpected token
compat-table/next/AsyncIterator.prototype.reduce.js: SyntaxError: Unexpected token
compat-table/next/AsyncIterator.prototype.some.js: SyntaxError: Unexpected token
compat-table/next/AsyncIterator.prototype.take.js: SyntaxError: Unexpected token
compat-table/next/AsyncIterator.prototype.toArray.js: SyntaxError: Unexpected token
compat-table/next/DisposableStack.js: SyntaxError: Unexpected token
compat-table/next/Map.prototype.upsert.js: SyntaxError: The keyword 'const' is reserved
compat-table/next/RegExp.1-9.js: failed
compat-table/next/RegExp.lastMatch.js: failed
compat-table/next/ShadowRealm.js: failed
compat-table/next/SuppressedError.js: SyntaxError: Unexpected token
compat-table/next/Symbol.dispose.bound.js: SyntaxError: Unexpected token
compat-table/next/Uint8Array.fromBase64.js: SyntaxError: The keyword 'const' is reserved
compat-table/next/Uint8Array.fromHex.js: SyntaxError: The keyword 'const' is reserved
compat-table/next/Uint8Array.setFromBase64.js: SyntaxError: The keyword 'const' is reserved
compat-table/next/Uint8Array.setFromHex.js: SyntaxError: The keyword 'const' is reserved
compat-table/next/Uint8Array.toBase64.js: SyntaxError: The keyword 'const' is reserved
compat-table/next/Uint8Array.toHex.js: SyntaxError: The keyword 'const' is reserved
compat-table/next/WeakMap.prototype.upsert.js: SyntaxError: The keyword 'const' is reserved
compat-table/next/await-using.for-of.js: SyntaxError: Unexpected token
compat-table/next/await-using.js: SyntaxError: Unexpected token
compat-table/next/class-decorators.js: SyntaxError: The keyword 'class' is reserved
compat-table/next/function.sent.js: SyntaxError: Unexpected token
compat-table/next/throw-expr.arrow.js: SyntaxError: Unexpected token
compat-table/next/throw-expr.conditional.js: SyntaxError: Unexpected token
compat-table/next/throw-expr.logical.js: SyntaxError: Unexpected token
compat-table/next/throw-expr.param-init.js: SyntaxError: Unexpected token
compat-table/next/using.for-of.js: SyntaxError: Unexpected token
compat-table/next/using.js: SyntaxError: Unexpected token
